split,world_file,seed,difficulty,scenario,structured_blocker_count,random_obstacle_count,boundary_wall_count,total_box_count,direct_path_blocked,straight_distance_m,astar_path_length_m,path_stretch_ratio,start_x,start_y,start_yaw,goal_x,goal_y,curriculum_origin
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300149.yaml,300149,hard,double_block,2,12,4,16,True,7.2602,8.5998,1.1845,-0.606184,-4.23985,0.82794,4.009943,1.363935,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300388.yaml,300388,medium,double_block,2,8,4,12,True,7.9242,9.0523,1.1424,0.66844,3.053088,-1.945797,-2.68599,-4.126091,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100201.yaml,1100201,easy,double_block,2,14,4,18,True,4.9327,6.249,1.2668,-1.274543,-2.477454,1.604504,-1.528023,2.448778,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100093.yaml,1100093,easy,double_block,2,16,4,20,True,5.2368,6.4502,1.2317,-0.374764,-1.106469,2.020546,-3.137781,3.342058,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100144.yaml,1100144,easy,double_block,2,16,4,20,True,6.5834,7.4216,1.1273,-2.376245,-2.663733,-0.143222,4.205019,-2.831818,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300233.yaml,300233,hard,double_block,2,13,4,17,True,5.754,7.049,1.2251,0.080284,1.265958,-0.77763,4.121935,-2.829653,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300069.yaml,300069,easy,double_block,2,5,4,9,True,5.6562,6.641,1.1741,3.950011,2.513994,-2.142614,1.305072,-2.485675,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100081.yaml,1100081,easy,double_block,2,14,4,18,True,7.6016,8.3816,1.1026,-4.099096,3.408225,-0.213816,3.114617,1.011099,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100000.yaml,1100000,easy,double_block,2,15,4,19,True,6.8207,10.9141,1.6001,3.127941,-2.968147,1.720571,3.01706,3.851639,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300369.yaml,300369,easy,double_block,2,4,4,8,True,6.2249,7.0822,1.1377,3.9868,-1.981874,2.013583,1.980518,3.91088,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300164.yaml,300164,hard,double_block,2,12,4,16,True,6.3129,10.3404,1.638,-3.291093,3.71797,-1.611516,-4.094842,-2.543565,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100126.yaml,1100126,easy,direct_block,1,15,4,19,True,6.0838,8.8114,1.4483,-3.334231,-2.723401,0.802114,0.853146,1.690022,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300415.yaml,300415,medium,clear,0,9,4,13,False,5.5186,5.9039,1.0698,1.340575,-1.171277,1.49864,2.412692,4.242221,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300374.yaml,300374,hard,direct_block,1,13,4,17,True,5.7331,6.7176,1.1717,2.181369,2.284328,2.795766,-3.255267,4.104153,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100037.yaml,1100037,medium,double_block,2,18,4,22,True,5.0849,7.8467,1.5431,-0.640977,1.297093,-1.705891,-1.572466,-3.701802,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100214.yaml,1100214,medium,direct_block,1,17,4,21,True,5.3735,6.2959,1.1716,2.487642,-3.356281,2.115407,-0.147617,1.326692,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100104.yaml,1100104,hard,double_block,2,19,4,23,True,5.6599,9.8627,1.7426,3.09686,2.510417,-1.745644,2.214237,-3.080257,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100065.yaml,1100065,hard,double_block,2,19,4,23,True,5.2915,9.0022,1.7012,-1.655057,-2.108581,0.862356,1.202386,2.345096,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100014.yaml,1100014,hard,direct_block,1,19,4,23,True,4.7329,6.7896,1.4345,-1.254275,1.216389,-1.998174,-3.081125,-3.149774,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100004.yaml,1100004,medium,double_block,2,18,4,22,True,5.1083,11.1712,2.1869,3.543948,-1.601903,1.899813,1.334295,3.003714,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300301.yaml,300301,medium,double_block,2,8,4,12,True,5.323,6.7702,1.2719,-1.779314,2.201229,-1.038715,0.88522,-2.406854,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300222.yaml,300222,easy,direct_block,1,4,4,8,True,4.7113,5.4959,1.1665,0.096525,-0.193233,2.096689,-1.871131,4.087507,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100090.yaml,1100090,easy,direct_block,1,14,4,18,True,5.8822,6.801,1.1562,-2.611834,-1.529821,1.137768,0.512445,3.45409,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300425.yaml,300425,hard,double_block,2,11,4,15,True,5.0991,6.4971,1.2742,-3.98623,-1.786928,0.85053,-0.784891,2.181947,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100154.yaml,1100154,medium,direct_block,1,18,4,22,True,5.0433,6.2433,1.2379,3.717375,0.689634,-2.556229,-0.302541,-2.35592,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100068.yaml,1100068,hard,double_block,2,19,4,23,True,5.0267,7.7359,1.539,2.57368,-2.497447,-2.992917,-2.428045,-2.998098,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100048.yaml,1100048,easy,double_block,2,16,4,20,True,5.1011,6.2296,1.2212,-0.763653,2.285108,-0.763541,3.256406,-0.854955,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300348.yaml,300348,easy,double_block,2,3,4,7,True,5.4674,6.569,1.2015,-0.02667,-3.428706,2.213227,-3.599879,0.709469,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300295.yaml,300295,medium,clear,0,9,4,13,False,5.5242,6.0147,1.0888,-1.121713,-3.832236,0.382,3.964526,-1.67661,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100173.yaml,1100173,hard,double_block,2,19,4,23,True,5.1067,10.1392,1.9855,0.76474,-1.255355,-2.841614,-4.093541,-2.828854,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100157.yaml,1100157,medium,double_block,2,18,4,22,True,7.2729,8.2523,1.1347,2.959702,3.124646,-2.068268,-0.992599,-2.980652,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300077.yaml,300077,hard,double_block,2,12,4,16,True,4.6511,6.5027,1.3981,-2.463709,2.378015,-1.77945,-3.384729,-2.180983,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100048.yaml,1100048,easy,double_block,2,16,4,20,True,5.1011,6.2296,1.2212,-0.763653,2.285108,-0.763541,3.256406,-0.854955,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300326.yaml,300326,hard,direct_block,1,12,4,16,True,5.7238,6.8582,1.1982,-2.31268,-0.168579,0.339471,3.100244,1.692078,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300358.yaml,300358,medium,direct_block,1,9,4,13,True,6.0356,6.8753,1.1391,-2.748165,2.972748,-1.620645,-2.408892,-3.053261,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300068.yaml,300068,hard,double_block,2,14,4,18,True,5.9083,8.0284,1.3588,-0.219232,-3.842323,1.253962,1.822653,1.701971,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300297.yaml,300297,easy,double_block,2,5,4,9,True,5.0486,6.1439,1.2169,-0.822883,-2.657414,0.116293,4.076685,-1.439632,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100103.yaml,1100103,medium,clear,0,16,4,20,False,5.4221,5.7633,1.0629,-2.792246,0.104745,0.332079,2.461889,1.443894,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300381.yaml,300381,easy,double_block,2,5,4,9,True,4.9608,6.1576,1.2413,0.730153,-3.818305,2.970569,-4.01403,-2.368283,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300300.yaml,300300,easy,double_block,2,3,4,7,True,4.5795,5.6365,1.2308,-0.272243,0.353256,2.355569,-3.848844,3.213282,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300399.yaml,300399,easy,clear,0,3,4,7,False,4.8607,5.1267,1.0547,-3.56105,-1.377099,-0.587177,0.439169,-4.138316,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100126.yaml,1100126,easy,direct_block,1,15,4,19,True,6.0838,8.8114,1.4483,-3.334231,-2.723401,0.802114,0.853146,1.690022,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100129.yaml,1100129,easy,double_block,2,14,4,18,True,7.7485,9.0855,1.1725,1.04151,3.093264,-2.374979,-3.785197,-2.968314,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100032.yaml,1100032,hard,double_block,2,20,4,24,True,5.5506,8.0445,1.4493,0.203166,1.294297,-1.8636,-1.843259,-3.865315,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100004.yaml,1100004,medium,double_block,2,18,4,22,True,5.1083,11.1712,2.1869,3.543948,-1.601903,1.899813,1.334295,3.003714,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300000.yaml,300000,easy,double_block,2,5,4,9,True,4.7329,5.9096,1.2486,-2.117236,-0.94813,-0.407975,2.136289,-3.023757,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300336.yaml,300336,easy,double_block,2,5,4,9,True,7.5991,8.7986,1.1578,-1.800723,-1.407453,0.709038,3.848541,3.675092,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100018.yaml,1100018,easy,direct_block,1,15,4,19,True,4.5155,6.6684,1.4768,-0.333125,-3.949053,1.354313,1.04223,0.351878,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300048.yaml,300048,easy,double_block,2,5,4,9,True,4.9611,6.1884,1.2474,-1.12105,-0.61389,0.358905,3.497192,1.198462,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300193.yaml,300193,medium,double_block,2,9,4,13,True,5.9007,7.9176,1.3418,-3.5697,-2.118308,0.577086,1.593508,0.738195,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100159.yaml,1100159,easy,clear,0,15,4,19,False,5.0727,5.1049,1.0064,2.846867,0.117766,2.311138,-0.639311,3.802677,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300174.yaml,300174,easy,direct_block,1,4,4,8,True,7.6599,8.3153,1.0856,0.75673,3.94722,-1.393545,2.228646,-3.56995,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300270.yaml,300270,easy,direct_block,1,3,4,7,True,4.5314,5.5508,1.225,0.853604,3.864252,-2.067087,-1.433951,-0.047312,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100089.yaml,1100089,hard,double_block,2,19,4,23,True,6.0089,7.449,1.2397,-2.334619,-0.373309,0.776686,1.757974,4.026461,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300079.yaml,300079,medium,clear,0,9,4,13,False,6.6129,7.0992,1.0735,2.557323,2.507184,-2.085114,-0.523428,-3.344252,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300100.yaml,300100,medium,double_block,2,6,4,10,True,6.3826,7.5872,1.1887,-1.317023,1.923084,-0.867312,3.149786,-2.636031,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100108.yaml,1100108,easy,double_block,2,14,4,18,True,7.3658,8.5392,1.1593,-4.178156,2.59615,-0.868138,0.383943,-3.186804,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100234.yaml,1100234,easy,direct_block,1,14,4,18,True,5.2761,6.1359,1.1629,3.559065,4.014069,-2.095795,1.172218,-0.691319,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300090.yaml,300090,easy,direct_block,1,5,4,9,True,6.9943,7.5792,1.0836,1.28131,-2.969247,1.894264,-1.753112,3.332519,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100106.yaml,1100106,medium,direct_block,1,18,4,22,True,6.3371,7.1347,1.1259,2.661041,0.662249,2.842931,-3.132472,3.230163,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100112.yaml,1100112,medium,double_block,2,16,4,20,True,5.1699,6.7451,1.3047,-2.694987,0.704843,-0.267815,2.338582,-0.474438,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300157.yaml,300157,medium,double_block,2,9,4,13,True,6.1122,7.2365,1.1839,-0.159971,-1.524641,1.242062,2.273659,4.082175,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100080.yaml,1100080,hard,double_block,2,18,4,22,True,4.6332,7.5816,1.6363,2.610065,-4.105313,2.183668,-0.349155,-0.540232,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100008.yaml,1100008,hard,double_block,2,18,4,22,True,4.8495,17.539,3.6166,2.053034,3.859543,-2.348224,-1.360015,0.414372,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100237.yaml,1100237,easy,double_block,2,15,4,19,True,5.044,6.8147,1.3511,-2.780943,-3.680064,1.29206,-1.593509,1.222164,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100133.yaml,1100133,medium,double_block,2,16,4,20,True,4.9636,6.6765,1.3451,3.436906,-0.821604,2.620523,-0.59674,2.070974,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100172.yaml,1100172,medium,double_block,2,18,4,22,True,8.6,10.6386,1.237,3.258958,4.140694,-1.941375,-0.851094,-3.413625,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300299.yaml,300299,hard,clear,0,10,4,14,False,5.2602,5.3463,1.0164,2.611476,1.892564,3.107485,-2.646462,2.047607,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100124.yaml,1100124,medium,double_block,2,18,4,22,True,7.7638,11.3359,1.4601,-3.606593,3.197798,-0.963207,1.339851,-2.786225,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300219.yaml,300219,easy,clear,0,3,4,7,False,6.792,7.1508,1.0528,-0.657347,2.737545,-1.767576,-1.714695,-3.971646,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300015.yaml,300015,easy,clear,0,5,4,9,False,5.4496,5.8798,1.0789,1.050833,-2.880979,1.147524,3.897318,1.766115,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100228.yaml,1100228,easy,double_block,2,14,4,18,True,6.0985,7.1735,1.1763,-2.665623,3.896519,-1.281115,-0.595146,-1.839708,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100046.yaml,1100046,medium,direct_block,1,16,4,20,True,6.372,7.1565,1.1231,-1.17549,3.779429,-1.298738,0.542703,-2.356508,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100089.yaml,1100089,hard,double_block,2,19,4,23,True,6.0089,7.449,1.2397,-2.334619,-0.373309,0.776686,1.757974,4.026461,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100105.yaml,1100105,easy,double_block,2,14,4,18,True,4.501,5.5976,1.2437,3.414242,3.167708,-1.886763,1.927762,-1.080726,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300272.yaml,300272,hard,double_block,2,11,4,15,True,5.0291,6.4422,1.281,3.978327,-0.554369,-2.41831,-0.100943,-3.495779,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300227.yaml,300227,hard,clear,0,12,4,16,False,4.5491,4.889,1.0747,1.189133,-1.32633,1.970405,-0.5806,2.864465,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300391.yaml,300391,medium,clear,0,6,4,10,False,4.894,5.0982,1.0417,3.277366,-0.869953,1.636102,2.524124,3.965691,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100112.yaml,1100112,medium,double_block,2,16,4,20,True,5.1699,6.7451,1.3047,-2.694987,0.704843,-0.267815,2.338582,-0.474438,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300091.yaml,300091,medium,clear,0,9,4,13,False,7.7691,8.2296,1.0593,4.227869,-1.726539,2.858278,-3.383402,-0.168644,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300382.yaml,300382,medium,direct_block,1,8,4,12,True,7.9714,9.2043,1.1547,1.920518,-3.500334,2.413201,-3.842622,2.006926,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300165.yaml,300165,easy,double_block,2,3,4,7,True,5.6579,6.7484,1.1928,3.179422,3.343779,-2.207813,-0.632346,-0.837357,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300208.yaml,300208,medium,double_block,2,6,4,10,True,5.4114,6.7371,1.245,-1.024706,1.656192,-0.45048,3.533657,-1.26008,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100069.yaml,1100069,easy,double_block,2,14,4,18,True,7.6413,9.4547,1.2373,1.423842,-3.321196,2.141134,-3.211922,2.753277,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300436.yaml,300436,medium,double_block,2,7,4,11,True,6.3871,7.5233,1.1779,4.14762,2.485508,-2.935473,-2.16044,1.483668,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100049.yaml,1100049,medium,double_block,2,16,4,20,True,5.8501,7.2147,1.2333,-1.891397,-1.972869,0.202154,3.826378,-0.735618,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100071.yaml,1100071,hard,clear,0,19,4,23,False,4.5821,4.9302,1.076,-1.108539,0.011318,-0.383516,3.309364,-1.204273,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300321.yaml,300321,easy,double_block,2,5,4,9,True,5.2744,6.5335,1.2387,-1.14505,2.474241,-0.514326,3.523579,0.020013,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100028.yaml,1100028,medium,double_block,2,16,4,20,True,6.0116,8.4478,1.4053,3.9503,0.998712,-2.461368,-0.208832,-3.341932,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300337.yaml,300337,medium,double_block,2,8,4,12,True,7.7814,8.7622,1.126,1.921472,3.291919,-1.249973,3.938429,-4.223527,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300151.yaml,300151,medium,clear,0,8,4,12,False,4.5423,4.6925,1.0331,0.826638,3.445991,3.081078,-3.707913,3.180589,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300209.yaml,300209,hard,double_block,2,13,4,17,True,5.9413,7.7416,1.303,1.292087,-2.40234,1.715044,0.544807,3.491727,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300445.yaml,300445,medium,double_block,2,6,4,10,True,7.1233,8.1004,1.1372,-2.798979,-2.167683,0.316919,4.155642,-0.626859,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300182.yaml,300182,hard,direct_block,1,10,4,14,True,4.5536,5.6502,1.2408,1.477945,2.469756,-2.186706,-1.312292,-1.12887,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100203.yaml,1100203,hard,clear,0,19,4,23,False,5.0537,5.272,1.0432,-1.732962,3.214896,0.201549,3.288544,3.784853,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100204.yaml,1100204,easy,double_block,2,14,4,18,True,5.1971,6.3233,1.2167,-1.420816,-1.29279,1.597988,-1.043317,3.890621,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300448.yaml,300448,medium,double_block,2,7,4,11,True,5.7103,6.881,1.205,-2.609401,-2.370945,0.32487,3.001798,-1.311759,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100120.yaml,1100120,easy,double_block,2,16,4,20,True,4.5962,5.5759,1.2132,1.219453,-3.94355,1.429293,1.270403,0.652339,dense_regular
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300067.yaml,300067,medium,clear,0,7,4,11,False,5.3752,5.3974,1.0041,1.915596,0.264267,2.347427,-1.936107,4.013569,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300205.yaml,300205,medium,double_block,2,9,4,13,True,5.8771,7.289,1.2402,3.284599,-4.207802,2.595391,-1.305758,-0.537764,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100188.yaml,1100188,hard,double_block,2,18,4,22,True,7.0327,8.7153,1.2393,3.085142,1.309839,-2.555331,-2.642344,-2.771175,dense_failed
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100157.yaml,1100157,medium,double_block,2,18,4,22,True,7.2729,8.2523,1.1347,2.959702,3.124646,-2.068268,-0.992599,-2.980652,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300387.yaml,300387,easy,clear,0,5,4,9,False,5.9545,6.3049,1.0589,2.714853,-2.488111,2.666198,-2.179376,0.90338,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300324.yaml,300324,easy,double_block,2,3,4,7,True,5.8874,6.7404,1.1449,-1.932744,3.898807,-1.953897,-3.404311,-1.801706,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300368.yaml,300368,hard,double_block,2,12,4,16,True,5.638,7.0902,1.2576,0.032128,-1.091548,2.076738,-3.155834,3.558569,original_hard
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300074.yaml,300074,hard,direct_block,1,11,4,15,True,4.9337,6.6902,1.356,4.098706,-1.829141,2.550945,0.302958,1.322619,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100074.yaml,1100074,hard,direct_block,1,19,4,23,True,8.4654,9.9849,1.1795,-3.639031,-1.958796,0.824163,2.180805,4.188793,dense_regular
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100005.yaml,1100005,hard,double_block,2,20,4,24,True,6.8308,8.1998,1.2004,3.239233,-0.025235,3.043487,-3.516675,0.983771,dense_failed
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300328.yaml,300328,medium,double_block,2,9,4,13,True,7.4171,9.4467,1.2736,3.72618,-2.467903,2.183807,-0.96282,3.278956,original_hard
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100220.yaml,1100220,medium,double_block,2,18,4,22,True,7.1789,10.57,1.4724,-3.092848,1.175912,0.454853,3.623736,3.710573,dense_regular
