split,world_file,seed,difficulty,random_obstacle_count,boundary_wall_count,total_box_count,direct_path_blocked,astar_path_length_m,start_x,start_y,start_yaw,goal_x,goal_y,scenario,straight_distance_m,path_stretch_ratio,structured_blocker_count,source_dataset,source_split,source_repetition,training_weight
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300341.yaml,300341,hard,14,4,18,True,8.5084,-0.691329,-3.790402,1.573118,-0.415863,1.768754,double_block,5.566,1.5286,2,v4_focused,train,2,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_clear_seed_000143.yaml,143,hard,4,4,8,False,4.1278,0.089651,3.82306,-0.98111,2.352556,0.620083,clear,3.9217,1.0526,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300244.yaml,300244,medium,7,4,11,True,6.4639,3.949575,-0.22169,-2.234925,0.853225,-4.176404,double_block,5.0227,1.287,2,v4_focused,train,3,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000202.yaml,202,medium,8,4,12,False,7.681,-0.787889,-2.626639,-0.453978,1.537293,4.082787,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000000.yaml,0,easy,3,4,7,False,3.6672,2.469048,-1.711179,2.564249,-0.203606,0.725424,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000189.yaml,189,easy,3,4,7,False,8.6718,-1.647918,-4.031109,-2.417605,1.728565,3.269578,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_clear_seed_000023.yaml,23,hard,5,4,9,False,3.9404,3.335683,-3.539819,2.299411,0.782231,-0.648147,clear,3.8577,1.0214,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300018.yaml,300018,easy,5,4,9,True,8.2159,3.778035,-3.244353,-3.00282,-3.731559,-3.936933,direct_block,7.5415,1.0894,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000011.yaml,11,hard,11,4,15,False,3.7851,3.104708,2.446597,-1.948403,-0.419059,3.088897,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000127.yaml,127,medium,5,4,9,False,6.8682,0.700322,2.805823,-1.865928,-4.14497,-2.016573,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000176.yaml,176,hard,8,4,12,True,4.2925,3.86149,2.413438,-1.147815,2.877269,-1.001516,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300134.yaml,300134,hard,11,4,15,True,7.4741,1.685136,-0.685068,2.368103,-2.986901,3.488965,direct_block,6.265,1.193,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300048.yaml,300048,easy,5,4,9,True,6.1884,-1.12105,-0.61389,0.358905,3.497192,1.198462,double_block,4.9611,1.2474,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300153.yaml,300153,easy,5,4,9,True,6.7678,-2.342211,2.57987,-0.578731,1.803007,-1.003156,double_block,5.4791,1.2352,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300174.yaml,300174,easy,4,4,8,True,8.3153,0.75673,3.94722,-1.393545,2.228646,-3.56995,direct_block,7.6599,1.0856,1,v4_focused,train,4,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000296.yaml,296,hard,8,4,12,False,3.8022,-2.144129,0.013719,0.446912,-3.948517,3.077865,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000169.yaml,169,medium,7,4,11,True,4.9027,-2.82644,0.09207,2.079083,0.269337,2.879806,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300008.yaml,300008,hard,12,4,16,True,7.0651,1.457265,-1.605115,1.302586,3.044504,3.857637,double_block,5.6887,1.242,2,v4_focused,train,3,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300299.yaml,300299,hard,10,4,14,False,5.3463,2.611476,1.892564,3.107485,-2.646462,2.047607,clear,5.2602,1.0164,0,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300398.yaml,300398,hard,10,4,14,True,5.6971,-2.032616,0.426662,0.79411,0.773182,4.011763,direct_block,4.5525,1.2514,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300088.yaml,300088,medium,9,4,13,True,5.8925,3.335837,-0.614888,2.022429,1.602172,3.644733,double_block,4.5989,1.2813,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000270.yaml,270,easy,2,4,6,False,3.769,1.247615,-3.131133,-1.304682,3.008514,-0.143246,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300198.yaml,300198,easy,3,4,7,True,7.5953,-3.135846,3.3247,-0.054791,3.645335,2.873349,direct_block,6.7962,1.1176,1,v4_focused,train,2,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300148.yaml,300148,medium,7,4,11,True,6.9941,3.313466,-1.509438,-2.600922,-1.843421,-3.88709,double_block,5.6786,1.2317,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000090.yaml,90,easy,2,4,6,False,3.3165,-0.165051,0.649063,1.91622,-1.654739,3.361953,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000190.yaml,190,medium,5,4,9,True,9.0888,-3.705083,-3.606889,0.186935,1.795743,2.57749,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300098.yaml,300098,hard,13,4,17,True,6.4971,-2.45126,-2.139854,0.103157,2.75574,-1.72121,direct_block,5.2238,1.2437,1,v4_focused,train,4,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300245.yaml,300245,hard,11,4,15,True,6.6684,1.811544,1.360747,2.708255,-2.818519,3.985489,double_block,5.3223,1.2529,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300262.yaml,300262,medium,6,4,10,True,10.1288,1.974959,4.022088,-1.377907,2.674977,-4.181859,direct_block,8.2338,1.2302,1,v4_focused,train,2,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_clear_seed_000035.yaml,35,hard,6,4,10,False,4.081,-0.580334,-2.106737,2.568072,-3.724604,0.218906,clear,3.9109,1.0435,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000228.yaml,228,easy,4,4,8,False,3.3931,0.642568,-2.446148,2.908768,0.578913,0.899642,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300365.yaml,300365,hard,10,4,14,True,11.5622,3.932271,3.229698,-2.43294,-1.549961,-1.761724,double_block,7.4141,1.5595,2,v4_focused,train,0,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300416.yaml,300416,hard,11,4,15,True,6.0365,1.219382,-3.248094,-3.11144,-3.253832,-3.749835,double_block,4.5013,1.3411,2,v4_focused,train,3,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000272.yaml,272,hard,11,4,15,True,7.2729,-1.967071,0.961375,1.996445,3.800033,4.02328,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000109.yaml,109,medium,7,4,11,True,4.8696,-0.434619,-3.847454,-1.264372,-2.369369,-0.017047,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_direct_block_seed_000110.yaml,110,hard,5,4,9,True,5.4514,2.490416,-2.283655,2.817135,-1.796593,-1.161276,direct_block,4.4315,1.2301,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300071.yaml,300071,hard,13,4,17,False,4.9633,3.433915,-1.963352,2.860535,-1.013901,-0.571525,clear,4.6605,1.065,0,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300330.yaml,300330,easy,4,4,8,True,8.729,4.216717,2.593249,3.068244,-3.822793,3.098076,direct_block,8.0553,1.0836,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300346.yaml,300346,medium,7,4,11,True,6.3016,2.310615,-1.631275,2.215985,-0.614975,3.022546,direct_block,5.497,1.1464,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000243.yaml,243,easy,4,4,8,False,4.2376,-3.893183,0.548871,-2.463682,-2.903361,-3.28588,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000200.yaml,200,hard,8,4,12,True,7.1508,2.040188,-4.085843,2.616088,1.024083,2.598764,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300342.yaml,300342,easy,3,4,7,True,6.2684,0.832252,2.960465,-2.380652,-3.272664,-0.374972,direct_block,5.2892,1.1851,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000241.yaml,241,medium,5,4,9,True,4.3976,1.753828,1.834346,0.285573,-2.295833,1.300825,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000027.yaml,27,easy,4,4,8,False,6.7163,-2.193802,-2.263481,0.864345,2.795674,1.998724,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300145.yaml,300145,medium,9,4,13,True,6.9198,1.441243,-1.635225,-3.012195,-3.836573,-2.205088,double_block,5.3085,1.3035,2,v4_focused,train,2,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000178.yaml,178,medium,5,4,9,True,5.3965,2.000322,4.224747,2.179063,-2.739417,3.883069,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000127.yaml,127,medium,5,4,9,False,6.8682,0.700322,2.805823,-1.865928,-4.14497,-2.016573,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300344.yaml,300344,hard,13,4,17,True,8.8833,3.755199,-0.989608,-2.725941,-3.059585,-3.894395,double_block,7.408,1.1991,2,v4_focused,train,1,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000260.yaml,260,hard,9,4,13,True,5.3884,-0.80594,0.757675,1.582851,-2.510475,-3.832089,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000225.yaml,225,easy,4,4,8,False,6.3574,-2.802599,1.667033,-0.834464,0.948119,-3.176779,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000122.yaml,122,hard,12,4,16,True,9.3837,3.235751,3.563017,-1.758003,-3.732437,-1.161008,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000009.yaml,9,easy,3,4,7,True,4.1633,-2.025931,-2.730539,-0.227944,1.536799,-1.406568,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000296.yaml,296,hard,8,4,12,False,3.8022,-2.144129,0.013719,0.446912,-3.948517,3.077865,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300185.yaml,300185,hard,13,4,17,True,6.7678,2.124098,-2.524737,1.505628,2.833823,2.636366,double_block,5.2097,1.2991,2,v4_focused,train,2,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000168.yaml,168,easy,4,4,8,True,6.0971,0.399348,3.127914,0.732661,-0.001822,-2.452252,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300249.yaml,300249,easy,5,4,9,True,6.0616,-1.542749,2.398846,0.000272,3.520803,2.604689,double_block,5.0677,1.1961,2,v4_focused,train,5,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000115.yaml,115,medium,7,4,11,True,9.4088,-3.363606,-3.373506,3.087839,2.212445,3.114626,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300374.yaml,300374,hard,13,4,17,True,6.7176,2.181369,2.284328,2.795766,-3.255267,4.104153,direct_block,5.7331,1.1717,1,v4_focused,train,2,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000160.yaml,160,medium,5,4,9,True,5.4684,-0.063087,3.544982,-3.050798,-2.499169,-0.614758,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000256.yaml,256,medium,8,4,12,True,3.9896,-1.165797,2.673138,3.090293,-0.372305,-0.586772,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300278.yaml,300278,hard,11,4,15,True,6.0147,-1.517609,4.040211,-1.840779,-2.21994,-1.084197,direct_block,5.1723,1.1629,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000057.yaml,57,easy,2,4,6,False,3.3747,0.916064,-2.393753,3.041911,-1.555386,-0.19697,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000007.yaml,7,medium,7,4,11,False,3.8457,-0.915036,-3.929908,0.520172,2.795086,-3.531069,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_clear_seed_000179.yaml,179,hard,4,4,8,False,4.6022,0.498454,4.084065,-2.767979,-3.306837,2.304063,clear,4.201,1.0955,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000046.yaml,46,medium,2,4,6,True,5.929,-0.850048,0.753272,-0.661631,3.058187,-2.307417,direct_block,4.9641,1.1944,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300014.yaml,300014,hard,12,4,16,True,7.8239,-1.483921,-3.582866,1.75184,-2.614877,2.509943,direct_block,6.1969,1.2626,1,v4_focused,train,7,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000214.yaml,214,medium,7,4,11,True,4.5496,1.22413,2.378138,-1.561168,3.55464,-0.79091,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_clear_seed_000267.yaml,267,easy,1,4,5,False,7.1906,0.703503,-3.927827,2.185573,-3.129445,1.614465,clear,6.7386,1.0671,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300270.yaml,300270,easy,3,4,7,True,5.5508,0.853604,3.864252,-2.067087,-1.433951,-0.047312,direct_block,4.5314,1.225,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000139.yaml,139,medium,5,4,9,False,3.1678,1.010876,0.937869,-1.235179,3.274156,3.158557,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000285.yaml,285,easy,2,4,6,True,4.6376,1.166628,1.120014,2.483483,-1.929575,3.203591,direct_block,3.732,1.2427,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000127.yaml,127,medium,5,4,9,False,6.8682,0.700322,2.805823,-1.865928,-4.14497,-2.016573,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000209.yaml,209,hard,12,4,16,True,5.7416,-2.854436,-1.890732,-2.661728,-0.783148,2.99602,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000220.yaml,220,medium,6,4,10,False,4.4857,-0.393711,1.917141,-1.092394,-0.745004,-2.448148,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000041.yaml,41,hard,11,4,15,True,5.8765,4.285626,3.497449,-1.360575,-0.995021,3.448787,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300156.yaml,300156,easy,3,4,7,True,5.9039,0.382878,-1.513993,2.151028,-2.232248,2.499852,double_block,4.7906,1.2324,2,v4_focused,train,3,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300381.yaml,300381,easy,5,4,9,True,6.1576,0.730153,-3.818305,2.970569,-4.01403,-2.368283,double_block,4.9608,1.2413,2,v4_focused,train,5,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300156.yaml,300156,easy,3,4,7,True,5.9039,0.382878,-1.513993,2.151028,-2.232248,2.499852,double_block,4.7906,1.2324,2,v4_focused,train,0,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300015.yaml,300015,easy,5,4,9,False,5.8798,1.050833,-2.880979,1.147524,3.897318,1.766115,clear,5.4496,1.0789,0,v4_focused,train,1,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000206.yaml,206,hard,8,4,12,True,7.9565,4.129003,-2.40051,-1.584888,-3.239905,-2.443097,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300082.yaml,300082,medium,8,4,12,True,6.4478,-0.510597,3.563425,-1.809948,-1.816752,-1.967238,direct_block,5.6828,1.1346,1,v4_focused,train,3,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000004.yaml,4,medium,2,4,6,True,6.2845,-1.671962,1.880344,-1.383261,-0.179534,-3.484148,direct_block,5.5682,1.1286,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300049.yaml,300049,medium,8,4,12,True,6.7735,0.935965,2.795232,-1.402978,1.170654,-1.978176,double_block,4.7792,1.4173,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000167.yaml,167,hard,9,4,13,True,6.7929,-1.493751,-1.537085,-2.6199,3.165281,2.094388,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000181.yaml,181,medium,5,4,9,True,6.7655,-2.336114,-0.380055,2.791652,2.915384,-3.759744,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000264.yaml,264,easy,4,4,8,False,3.9404,1.730357,0.385401,-3.085719,-1.159174,2.930504,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300069.yaml,300069,easy,5,4,9,True,6.641,3.950011,2.513994,-2.142614,1.305072,-2.485675,double_block,5.6562,1.1741,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300249.yaml,300249,easy,5,4,9,True,6.0616,-1.542749,2.398846,0.000272,3.520803,2.604689,double_block,5.0677,1.1961,2,v4_focused,train,4,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300281.yaml,300281,hard,11,4,15,True,8.0147,-3.310866,3.680121,-0.15299,3.416839,2.884656,double_block,6.7746,1.1831,2,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000026.yaml,26,hard,9,4,13,True,5.3027,-0.587617,0.382925,-0.142918,-3.23751,3.925183,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000197.yaml,197,hard,12,4,16,True,7.6729,-2.929133,1.661703,-0.096705,0.72338,-4.010067,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300026.yaml,300026,hard,12,4,16,True,9.1025,1.687163,-4.182527,1.98101,-1.033548,1.718623,direct_block,6.4981,1.4008,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000007.yaml,7,medium,7,4,11,False,3.8457,-0.915036,-3.929908,0.520172,2.795086,-3.531069,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000188.yaml,188,hard,9,4,13,True,6.4341,2.842851,-4.003205,1.056305,-0.859019,0.081105,,,,,v2,train,0,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000148.yaml,148,medium,3,4,7,True,5.6696,1.128397,3.866656,-0.861923,4.115274,0.288132,direct_block,4.6613,1.2163,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000264.yaml,264,easy,2,4,6,True,4.5108,0.391364,0.151802,2.159361,-1.522326,3.31775,direct_block,3.6994,1.2193,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000108.yaml,108,easy,2,4,6,False,6.6272,-3.610922,1.407468,2.953205,1.985991,-1.060233,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000081.yaml,81,easy,2,4,6,True,5.1622,-1.376254,0.268016,-1.364737,-0.179149,-4.102511,direct_block,4.5315,1.1392,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_direct_block_seed_000173.yaml,173,hard,5,4,9,True,5.6284,-2.952294,2.827592,-0.261276,1.55156,1.974056,direct_block,4.584,1.2278,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000155.yaml,155,hard,12,4,16,True,6.9278,4.188425,-1.868273,0.24909,1.622,3.837712,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_clear_seed_000287.yaml,287,hard,6,4,10,False,5.3359,-1.665266,-3.527047,1.913441,-3.336326,1.090704,clear,4.9108,1.0866,,v3,train,general_replay,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000113.yaml,113,hard,8,4,12,True,3.9565,-0.552732,-4.078969,-1.269042,-3.758894,-3.251569,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300143.yaml,300143,hard,10,4,14,False,7.0708,0.569338,-3.886403,1.455722,1.610029,2.735342,clear,6.703,1.0549,0,v4_focused,train,0,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300218.yaml,300218,hard,11,4,15,True,6.4639,-2.628526,3.928482,-0.582664,1.554273,0.966147,direct_block,5.1255,1.2611,1,v4_focused,train,2,focused_failure
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_clear_seed_000139.yaml,139,medium,2,4,6,False,3.8547,3.905257,0.987637,2.56801,0.916309,3.198888,clear,3.718,1.0368,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000081.yaml,81,easy,4,4,8,False,4.9771,-1.408636,0.274322,-2.206339,-0.183364,-4.199041,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000180.yaml,180,easy,2,4,6,True,5.7827,-4.251012,-2.045843,0.625974,0.804804,-0.438474,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_direct_block_seed_000212.yaml,212,hard,5,4,9,True,4.9302,0.88859,-0.187537,1.788909,-0.269266,3.634628,direct_block,3.9937,1.2345,,v3,train,0,0.15
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300427.yaml,300427,medium,8,4,12,False,5.9394,-1.40281,-4.172516,1.645807,-1.167147,1.623475,clear,5.8008,1.0239,0,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000267.yaml,267,easy,2,4,6,True,10.0294,3.995673,4.079568,2.128513,-4.259099,-0.271377,,,,,v2,train,general_replay,0.40
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300190.yaml,300190,medium,7,4,11,True,5.3278,2.278976,-0.94117,-2.8409,-2.096545,-2.031787,direct_block,4.5094,1.1815,1,v4,train,0,0.45
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000026.yaml,26,hard,9,4,13,True,5.3027,-0.587617,0.382925,-0.142918,-3.23751,3.925183,,,,,v2,train,general_replay,0.40
