split,world_file,seed,difficulty,random_obstacle_count,boundary_wall_count,total_box_count,direct_path_blocked,astar_path_length_m,start_x,start_y,start_yaw,goal_x,goal_y,scenario,straight_distance_m,path_stretch_ratio,structured_blocker_count,source_dataset,source_split,source_repetition,training_weight,comparison_source
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000148.yaml,148,medium,3,4,7,True,5.6696,1.128397,3.866656,-0.861923,4.115274,0.288132,direct_block,4.6613,1.2163,,v3,train,0,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300411.yaml,300411,easy,3,4,7,False,7.2559,3.634283,-2.462527,-2.959227,-2.894591,-4.084558,clear,6.7273,1.0786,0,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100025.yaml,1100025,medium,17,4,21,True,7.7941,1.332284,2.073388,-2.351663,-2.932341,-2.891061,double_block,6.5447,1.1909,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000013.yaml,13,medium,7,4,11,True,6.5496,1.445814,3.212309,-2.696574,1.226327,-2.719845,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300392.yaml,300392,hard,12,4,16,True,6.2022,-3.191597,2.280619,-0.580908,1.010483,0.090192,double_block,4.7387,1.3088,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300373.yaml,300373,medium,6,4,10,True,6.0639,-0.267749,3.563597,-0.906892,2.828484,-0.043933,double_block,4.754,1.2755,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_clear_seed_000295.yaml,295,medium,3,4,7,False,5.1782,2.544148,-2.461424,2.966566,-2.369572,-1.689878,clear,4.9739,1.0411,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300058.yaml,300058,medium,6,4,10,True,5.8216,3.455348,2.759347,-1.829334,2.506817,-2.214697,direct_block,5.0637,1.1497,1,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000086.yaml,86,hard,8,4,12,True,4.6102,-4.347275,2.327624,1.778529,-2.500769,-1.163535,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000015.yaml,15,easy,2,4,6,True,4.809,-2.264478,-1.408724,-1.48714,1.811291,-1.908939,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_direct_block_seed_000272.yaml,272,hard,5,4,9,True,6.6571,1.61485,-1.921851,1.770838,0.939274,3.712676,direct_block,5.6749,1.1731,,v3,train,general_replay,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100096.yaml,1100096,easy,14,4,18,True,5.7359,4.087705,-2.546461,2.06119,1.732314,1.460161,double_block,4.6477,1.2341,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300244.yaml,300244,medium,7,4,11,True,6.4639,3.949575,-0.22169,-2.234925,0.853225,-4.176404,double_block,5.0227,1.287,2,v4_focused,train,0,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000020.yaml,20,hard,9,4,13,True,4.6182,1.180815,3.523028,-2.077359,3.237534,0.634584,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300014.yaml,300014,hard,12,4,16,True,7.8239,-1.483921,-3.582866,1.75184,-2.614877,2.509943,direct_block,6.1969,1.2626,1,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_clear_seed_000015.yaml,15,easy,1,4,5,False,5.7794,-4.106514,3.225676,0.053914,1.541481,3.03741,clear,5.6511,1.0227,,v3,train,general_replay,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100234.yaml,1100234,easy,14,4,18,True,6.1359,3.559065,4.014069,-2.095795,1.172218,-0.691319,direct_block,5.2761,1.1629,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000276.yaml,276,easy,2,4,6,True,6.7233,-3.656414,3.738366,-0.259653,2.514103,2.358956,direct_block,6.3228,1.0633,,v3,train,general_replay,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100229.yaml,1100229,medium,18,4,22,True,6.9804,-1.273566,0.632778,-1.301315,0.65396,-4.171401,double_block,5.1764,1.3485,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100036.yaml,1100036,easy,15,4,19,True,9.2365,3.619725,3.407439,-3.105638,-3.994956,2.692603,double_block,7.6482,1.2077,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100100.yaml,1100100,medium,17,4,21,True,6.6708,-1.379883,3.041196,-1.21161,0.590033,-1.912839,double_block,5.3313,1.2512,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100098.yaml,1100098,hard,20,4,24,True,7.761,1.858777,-3.879423,2.429204,-3.029739,-0.464811,direct_block,5.963,1.3015,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000140.yaml,140,hard,8,4,12,True,8.098,-4.191674,2.016642,0.09389,1.561003,-2.381164,,,,,v2,train,0,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100126.yaml,1100126,easy,15,4,19,True,8.8114,-3.334231,-2.723401,0.802114,0.853146,1.690022,direct_block,6.0838,1.4483,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000218.yaml,218,hard,10,4,14,True,5.2033,2.288419,0.875333,2.768021,-1.492981,3.092206,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100073.yaml,1100073,medium,16,4,20,True,6.9108,2.826768,-2.500148,1.989818,0.216792,2.381604,double_block,5.5357,1.2484,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_clear_seed_000263.yaml,263,hard,6,4,10,False,5.0925,-1.377494,2.804227,-1.509004,-1.04293,-2.105523,clear,4.9211,1.0348,,v3,train,general_replay,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100231.yaml,1100231,easy,14,4,18,False,6.0308,2.186239,1.025202,-3.000534,-3.382616,-0.027158,clear,5.6674,1.0641,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300426.yaml,300426,easy,5,4,9,True,9.0822,3.955319,4.227407,-1.478812,4.035495,-4.152436,direct_block,8.3802,1.0838,1,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300145.yaml,300145,medium,9,4,13,True,6.9198,1.441243,-1.635225,-3.012195,-3.836573,-2.205088,double_block,5.3085,1.3035,2,v4_focused,train,5,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300073.yaml,300073,medium,8,4,12,True,7.1622,-0.384273,3.28942,-0.763686,3.781939,-0.777667,double_block,5.8222,1.2301,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100017.yaml,1100017,hard,20,4,24,True,10.712,4.152154,-1.273453,2.488902,-1.03152,3.439538,double_block,7.0059,1.529,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000178.yaml,178,medium,5,4,9,True,5.3965,2.000322,4.224747,2.179063,-2.739417,3.883069,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100032.yaml,1100032,hard,20,4,24,True,8.0445,0.203166,1.294297,-1.8636,-1.843259,-3.865315,double_block,5.5506,1.4493,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100161.yaml,1100161,hard,20,4,24,True,9.5769,-2.227488,2.452621,-1.394034,-1.057681,-4.066389,double_block,6.6231,1.446,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000280.yaml,280,medium,7,4,11,True,4.2182,2.16386,-3.632354,-1.033826,3.612136,-0.417923,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300217.yaml,300217,medium,9,4,13,True,7.3051,4.207654,3.583556,-1.911421,2.784389,-1.226065,double_block,5.0158,1.4564,2,v4_focused,train,5,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000187.yaml,187,medium,7,4,11,True,5.8594,2.643986,-3.015102,0.308546,2.639655,2.745056,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300089.yaml,300089,hard,10,4,14,True,5.8651,0.505766,-1.02654,2.791374,-3.631733,0.753188,double_block,4.504,1.3022,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300310.yaml,300310,medium,9,4,13,True,5.7747,2.495899,3.965796,-1.511424,3.39066,-0.943031,direct_block,4.9897,1.1573,1,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300296.yaml,300296,hard,12,4,16,True,6.2982,-2.428421,0.988799,-1.835347,-3.552471,-3.653375,double_block,4.7763,1.3186,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_clear_seed_000067.yaml,67,medium,2,4,6,False,4.5667,0.819024,-0.103796,2.266275,-1.88678,3.308857,clear,4.3552,1.0486,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300328.yaml,300328,medium,9,4,13,True,9.4467,3.72618,-2.467903,2.183807,-0.96282,3.278956,double_block,7.4171,1.2736,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300353.yaml,300353,hard,10,4,14,True,9.209,3.894108,0.343303,2.790481,-2.928447,3.442522,double_block,7.4935,1.2289,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100133.yaml,1100133,medium,16,4,20,True,6.6765,3.436906,-0.821604,2.620523,-0.59674,2.070974,double_block,4.9636,1.3451,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000107.yaml,107,hard,9,4,13,True,5.0353,3.975527,-0.656382,-1.284205,0.38264,-3.27183,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100125.yaml,1100125,hard,20,4,24,True,13.3231,-3.902102,-0.079118,0.667219,1.471372,3.798488,double_block,6.6265,2.0106,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100137.yaml,1100137,hard,19,4,23,True,7.3529,-2.796114,0.40446,-0.232852,2.956198,-1.509014,double_block,6.0622,1.2129,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300034.yaml,300034,medium,7,4,11,True,6.249,-3.400599,1.16511,-1.066889,-0.796985,-3.488118,direct_block,5.3321,1.172,1,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100066.yaml,1100066,easy,16,4,20,True,9.138,2.879802,3.636027,-2.030939,-0.671425,-4.012778,direct_block,8.433,1.0836,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100225.yaml,1100225,easy,14,4,18,True,8.7849,3.81769,3.314344,-1.631038,4.008905,-3.055257,double_block,6.3725,1.3786,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100215.yaml,1100215,hard,18,4,22,False,4.9931,0.072152,4.081594,-1.685821,0.083326,-0.827709,clear,4.9093,1.0171,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100239.yaml,1100239,hard,19,4,23,False,4.6855,1.064966,0.413812,-2.292932,-2.099164,-2.931711,clear,4.6048,1.0175,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000232.yaml,232,medium,7,4,11,True,6.9771,3.261476,-3.705716,2.93871,3.940105,2.787728,,,,,v2,train,0,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100212.yaml,1100212,hard,19,4,23,True,7.4045,0.88701,1.268637,-2.189916,-2.256602,-3.143102,double_block,5.4172,1.3669,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100007.yaml,1100007,medium,18,4,22,False,6.0194,1.01033,3.875379,-1.517471,0.743102,-2.023394,clear,5.9048,1.0194,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300391.yaml,300391,medium,6,4,10,False,5.0982,3.277366,-0.869953,1.636102,2.524124,3.965691,clear,4.894,1.0417,0,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100227.yaml,1100227,hard,18,4,22,False,7.2057,-4.248039,-0.890934,0.130107,2.754453,-0.528454,clear,7.0119,1.0276,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_clear_seed_300063.yaml,300063,easy,5,4,9,False,6.7953,1.665696,-3.110964,1.270275,3.57796,2.936814,clear,6.3429,1.0713,0,v4_focused,train,0,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100238.yaml,1100238,medium,16,4,20,True,6.7953,3.712404,3.096209,-1.383599,4.073776,-2.72357,direct_block,5.831,1.1654,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000036.yaml,36,easy,2,4,6,True,4.1496,-3.589133,-0.783276,0.001365,-0.084919,-0.935351,direct_block,3.5075,1.1831,,v3,train,general_replay,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100148.yaml,1100148,medium,17,4,21,True,8.809,-0.46314,-3.818885,1.496796,0.38147,3.922522,double_block,7.7873,1.1312,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100219.yaml,1100219,easy,15,4,19,False,4.6651,1.594635,-2.755777,-2.94355,-2.873189,-3.38364,clear,4.5117,1.034,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000218.yaml,218,hard,10,4,14,True,5.2033,2.288419,0.875333,2.768021,-1.492981,3.092206,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300416.yaml,300416,hard,11,4,15,True,6.0365,1.219382,-3.248094,-3.11144,-3.253832,-3.749835,double_block,4.5013,1.3411,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_clear_seed_000151.yaml,151,medium,4,4,8,False,4.3598,-0.089758,-3.622292,2.394744,-3.339994,-0.829409,clear,4.2854,1.0174,,v3,train,general_replay,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100124.yaml,1100124,medium,18,4,22,True,11.3359,-3.606593,3.197798,-0.963207,1.339851,-2.786225,double_block,7.7638,1.4601,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000130.yaml,130,medium,8,4,12,True,7.2502,2.094949,2.590202,-1.633546,1.281031,-4.15915,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300130.yaml,300130,medium,6,4,10,True,6.4914,-1.606356,-2.476793,1.814494,-2.716446,3.195543,direct_block,5.7799,1.1231,1,v4_focused,train,3,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100187.yaml,1100187,medium,17,4,21,False,5.9702,-4.060914,-0.061921,-0.177959,1.41654,-1.302209,clear,5.6161,1.063,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100079.yaml,1100079,medium,16,4,20,False,4.8194,-1.451788,3.00726,0.026725,3.233013,3.265843,clear,4.6919,1.0272,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100055.yaml,1100055,medium,16,4,20,False,7.8339,-1.00224,3.940882,-0.951097,4.230233,-1.712911,clear,7.7035,1.0169,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100237.yaml,1100237,easy,15,4,19,True,6.8147,-2.780943,-3.680064,1.29206,-1.593509,1.222164,double_block,5.044,1.3511,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100223.yaml,1100223,medium,18,4,22,False,5.1655,2.586914,-3.272419,2.489306,-1.272303,-0.023937,clear,5.0444,1.024,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100217.yaml,1100217,medium,18,4,22,True,10.4308,4.180187,2.665329,-2.820522,-3.31418,-0.21189,double_block,8.0277,1.2993,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100207.yaml,1100207,easy,16,4,20,False,4.9359,-3.765328,-4.224218,1.091593,-2.092898,0.07814,clear,4.616,1.0693,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300227.yaml,300227,hard,12,4,16,False,4.889,1.189133,-1.32633,1.970405,-0.5806,2.864465,clear,4.5491,1.0747,0,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100193.yaml,1100193,medium,18,4,22,True,7.1622,2.459756,-1.593017,1.816529,0.899455,4.023799,double_block,5.8295,1.2286,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100228.yaml,1100228,easy,14,4,18,True,7.1735,-2.665623,3.896519,-1.281115,-0.595146,-1.839708,double_block,6.0985,1.1763,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100084.yaml,1100084,easy,16,4,20,True,7.1735,3.249438,3.897503,-2.816266,-2.287358,1.502991,double_block,6.0324,1.1892,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100075.yaml,1100075,easy,14,4,18,False,7.1953,-2.470603,-2.050754,-0.388802,3.929587,-3.964727,clear,6.6802,1.0771,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100179.yaml,1100179,hard,19,4,23,False,5.9655,-2.726503,-2.228959,1.105563,0.455212,2.473992,clear,5.6781,1.0506,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300282.yaml,300282,easy,4,4,8,True,5.9896,-0.859014,3.287406,-2.227939,-3.582554,-0.877991,direct_block,4.9768,1.2035,1,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100004.yaml,1100004,medium,18,4,22,True,11.1712,3.543948,-1.601903,1.899813,1.334295,3.003714,double_block,5.1083,2.1869,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100051.yaml,1100051,easy,15,4,19,False,6.0857,-3.855781,-1.901038,-0.038526,2.024517,-1.516476,clear,5.8929,1.0327,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300254.yaml,300254,hard,14,4,18,True,7.4571,-0.275056,1.952041,-2.010447,-1.775966,-2.563152,direct_block,4.7581,1.5672,1,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300356.yaml,300356,hard,14,4,18,True,9.6947,1.899594,2.986804,-1.53034,1.999842,-2.88513,double_block,5.8728,1.6508,2,v4_focused,train,2,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300122.yaml,300122,hard,12,4,16,True,6.2547,1.419676,1.285263,2.621639,-3.180597,3.778378,direct_block,5.2324,1.1954,1,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000201.yaml,201,easy,1,4,5,True,4.3371,1.695678,1.548624,-1.763052,1.026103,-1.949018,direct_block,3.5612,1.2179,,v3,train,0,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_direct_block_seed_000152.yaml,152,hard,5,4,9,True,5.3302,1.084416,-1.003871,-2.620962,-2.548487,-3.515378,direct_block,4.4165,1.2069,,v3,train,0,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100089.yaml,1100089,hard,19,4,23,True,7.449,-2.334619,-0.373309,0.776686,1.757974,4.026461,double_block,6.0089,1.2397,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100216.yaml,1100216,easy,15,4,19,True,7.8604,1.940935,1.368953,-2.462579,-2.633756,-3.367497,double_block,6.585,1.1937,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100085.yaml,1100085,medium,17,4,21,True,7.6753,-1.387864,-2.73973,0.650474,3.75459,0.927096,double_block,6.3159,1.2152,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100138.yaml,1100138,easy,16,4,20,True,8.321,3.683685,-1.328131,-2.889441,-2.60852,-2.592264,direct_block,6.4179,1.2965,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000054.yaml,54,easy,2,4,6,False,6.5027,-1.758046,3.391583,-1.067692,-0.108458,-2.444687,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000006.yaml,6,easy,4,4,8,False,5.6649,-0.130199,-2.073893,-0.186898,-4.34607,1.416521,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100092.yaml,1100092,hard,18,4,22,True,7.3771,-3.193383,-1.500715,0.459827,1.35454,0.649351,double_block,5.0305,1.4665,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000220.yaml,220,medium,4,4,8,True,5.4959,-2.856729,-1.160071,-0.608931,0.767136,-4.045007,direct_block,4.632,1.1865,,v3,train,general_replay,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100135.yaml,1100135,easy,15,4,19,False,6.9837,-1.167669,1.705167,-0.931619,2.737689,-3.676569,clear,6.6494,1.0503,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000010.yaml,10,medium,4,4,8,True,7.8386,-0.084273,-3.603241,0.942188,3.845393,2.087147,direct_block,6.9154,1.1335,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000108.yaml,108,easy,1,4,5,True,6.2159,1.830098,-3.527913,1.632541,1.375112,1.940336,direct_block,5.4871,1.1328,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300082.yaml,300082,medium,8,4,12,True,6.4478,-0.510597,3.563425,-1.809948,-1.816752,-1.967238,direct_block,5.6828,1.1346,1,v4_focused,train,3,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100001.yaml,1100001,medium,16,4,20,True,8.9553,1.701273,3.096331,-2.571645,-3.226187,-0.56175,double_block,6.1369,1.4593,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100167.yaml,1100167,hard,18,4,22,False,5.1531,-1.311139,3.304729,-1.618568,-1.381725,-1.77226,clear,5.0775,1.0149,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_direct_block_seed_000101.yaml,101,hard,6,4,10,True,6.2022,2.9505,3.471213,-2.160161,0.33343,-1.201265,direct_block,5.3555,1.1581,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000180.yaml,180,easy,2,4,6,True,5.7827,-4.251012,-2.045843,0.625974,0.804804,-0.438474,,,,,v2,train,general_replay,0.40,original
